code,fire_station_rating_mean_1500,fire_station_rating_std_1500,fire_station_count_1500,fire_station_rating_mean_1000,fire_station_rating_std_1000,fire_station_count_1000,fire_station_rating_mean_500,fire_station_rating_std_500,fire_station_count_500,fire_station_min
BR1 5SP,4.6,0.0,1,0.0,0.0,0,0.0,0.0,0,1.26594661555046
CR4 1TL,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.4003402589020686
CR4 1TN,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3971358532805223
CR4 1WD,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
CR4 1WF,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
CR4 1WG,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
CR4 1WL,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
CR4 1WP,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
CR4 1WU,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
CR4 1WX,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
CR4 1WY,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,1.3921328058911615
SE1 7AA,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.04602712511367058
SE1 7AB,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.13173261410407047
SE1 7AD,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.22849541282828406
SE1 7AE,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.28714563293561474
SE1 7AF,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.46460566487999233
SE1 7AG,2.1500000000000004,2.5304808502206324,4,2.45,3.464823227814083,2,4.9,0.0,1,0.06659672175231938
SE1 7AH,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.23978341996894514
SE1 7AJ,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.3163247416925858
SE1 7AL,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.3163247416925858
SE1 7AN,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.29053813765561437
SE1 7AP,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.25790407172242924
SE1 7AQ,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.25790407172242924
SE1 7AR,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.32601202047331845
SE1 7AS,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.25790407172242924
SE1 7AT,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.3283530151829803
SE1 7AU,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.23103411675533703
SE1 7AW,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.39780276208177107
SE1 7AX,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.23103411675533703
SE1 7AY,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.16695524544299156
SE1 7AZ,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.20063342580052704
SE1 7BA,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.19338157212402501
SE1 7BB,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.27100924226516065
SE1 7BD,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.29571413683915915
SE1 7BE,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.22132405787517928
SE1 7BF,1.6333333333333335,2.530349119522179,6,0.0,0.0,2,0.0,0.0,0,0.6010616970611647
SE1 7BG,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.3133533316080704
SE1 7BH,1.2285714285714289,2.126589041724083,7,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.36071614432871785
SE1 7BJ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.47534240650626935
SE1 7BL,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5422402759741296
SE1 7BN,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5245241494416013
SE1 7BQ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.4034867002945944
SE1 7BT,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.25307705570542843
SE1 7BU,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5105959987971948
SE1 7BW,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5432021642599705
SE1 7BX,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5298551454030324
SE1 7BY,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5171165411211565
SE1 7BZ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5309788772013521
SE1 7DA,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5534140217688578
SE1 7DB,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5219379929929939
SE1 7DD,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5566659738117962
SE1 7DE,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5457114134109848
SE1 7DF,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5118660181652449
SE1 7DG,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4669952504755371
SE1 7DH,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.38269554366974384
SE1 7DJ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5219379929929939
SE1 7DL,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5280741570714931
SE1 7DN,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5219379929929939
SE1 7DP,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4769429674123704
SE1 7DQ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44821846949462685
SE1 7DR,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.48495321369715066
SE1 7DT,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4217077570485516
SE1 7DU,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5219379929929939
SE1 7DX,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5224075128563836
SE1 7DY,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3912993037544961
SE1 7DZ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5834193472961575
SE1 7EA,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5903029143005422
SE1 7EB,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.2712917692079426
SE1 7ED,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5875346393393821
SE1 7EE,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44821846949462685
SE1 7EF,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.6138211624703799
SE1 7EG,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5727137669761997
SE1 7EH,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.6045462353122495
SE1 7EJ,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.6427398519942829
SE1 7EL,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.45747322145187425
SE1 7EN,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3716418877308697
SE1 7EP,1.225,2.45,4,2.45,3.464823227814083,2,0.0,0.0,0,0.5424591658496248
SE1 7EQ,0.9800000000000001,2.191346617949794,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5548993607359445
SE1 7ER,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4875216314506604
SE1 7ES,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.1185247180480851
SE1 7ET,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.1185247180480851
SE1 7EU,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4860676736089758
SE1 7EW,1.225,2.45,4,2.45,3.464823227814083,2,0.0,0.0,0,0.5424591658496248
SE1 7EY,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4325763837270739
SE1 7FL,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.23739145539912077
SE1 7FN,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.33185435474831654
SE1 7FP,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.3364908092153516
SE1 7FR,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44924489525240013
SE1 7FS,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44924489525240013
SE1 7FT,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44924489525240013
SE1 7FU,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44924489525240013
SE1 7FW,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5805487837560015
SE1 7FX,1.225,2.45,4,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.45767160144731256
SE1 7FY,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,4.9,0.0,1,0.1900329249544136
SE1 7FZ,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.09009814845563192
SE1 7GA,1.225,2.45,4,2.45,3.464823227814083,2,0.0,0.0,0,0.5615075002325706
SE1 7GB,0.9800000000000001,2.191346617949794,5,2.45,3.464823227814083,2,0.0,0.0,0,0.514726368103746
SE1 7GD,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.49623136416528746
SE1 7GE,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.49623136416528746
SE1 7GF,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.4754321916556806
SE1 7GG,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.20423385916045458
SE1 7GH,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.48131312771994356
SE1 7GJ,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.21462378412219427
SE1 7GL,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,0,0.517519430593371
SE1 7GN,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.49555437183699375
SE1 7GP,1.6333333333333335,2.530349119522179,6,2.45,3.464823227814083,2,0.0,0.0,0,0.5367280052438521
SE1 7GQ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.4979719034602906
SE1 7GR,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.22542051322126683
SE1 7GS,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.313854941257495
SE1 7GT,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3716418877308697
SE1 7GU,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.379378506122409
SE1 7GX,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3874372350555404
SE1 7GY,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3912993037544961
SE1 7HA,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4615413226048146
SE1 7HB,2.1500000000000004,2.5304808502206324,4,2.45,3.464823227814083,2,4.9,0.0,1,0.13588224391011205
SE1 7HD,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.06933125590359654
SE1 7HE,2.1500000000000004,2.5304808502206324,4,2.45,3.464823227814083,2,4.9,0.0,1,0.1266238572516666
SE1 7HF,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.07027980057479424
SE1 7HG,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.07027980057479424
SE1 7HH,2.1500000000000004,2.5304808502206324,4,2.45,3.464823227814083,2,4.9,0.0,1,0.09903022507433959
SE1 7HJ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4217077570485516
SE1 7HL,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44224047546281187
SE1 7HN,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5268574732677412
SE1 7HP,2.1500000000000004,2.5304808502206324,4,2.45,3.464823227814083,2,4.9,0.0,1,0.09724399587165071
SE1 7HQ,1.7200000000000002,2.3931151246858144,5,0.0,0.0,2,0.0,0.0,1,0.3737789182024678
SE1 7HR,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4238020293992816
SE1 7HS,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.46018879840112364
SE1 7HT,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4885364956618519
SE1 7HW,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.44795691085813544
SE1 7HX,2.1500000000000004,2.5304808502206324,4,2.45,3.464823227814083,2,4.9,0.0,1,0.11521818756199906
SE1 7HZ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.469984032866961
SE1 7JA,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,0,0.5591326213930198
SE1 7JD,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4316502537695403
SE1 7JF,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.46194198597630864
SE1 7JG,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4742604868983783
SE1 7JH,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.41154170251896594
SE1 7JJ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.4019188732819184
SE1 7JL,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.3035834067087592
SE1 7JN,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.2478780509964422
SE1 7JP,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.30485105705937643
SE1 7JQ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4839401881859461
SE1 7JR,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.10614647494440377
SE1 7JS,2.1500000000000004,2.5304808502206324,4,2.45,3.464823227814083,2,4.9,0.0,1,0.07273729839489082
SE1 7JT,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.297981444144632
SE1 7JU,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.31043345505248027
SE1 7JW,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.46194198597630864
SE1 7JX,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.32307594275191964
SE1 7JY,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.4462637092142932
SE1 7JZ,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.2995644703087261
SE1 7LB,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.2689467807269901
SE1 7LD,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5638823476599079
SE1 7LE,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5398805571964231
SE1 7LF,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.6007737323289883
SE1 7LG,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.6120989334750032
SE1 7LH,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4445423141095893
SE1 7LJ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3174580264234395
SE1 7LL,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.589565266748801
SE1 7LN,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5337991509825267
SE1 7LP,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.29950557380047316
SE1 7LQ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.46194198597630864
SE1 7LR,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.4866421977275525
SE1 7LS,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.26621320621493766
SE1 7LT,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.19679991698405908
SE1 7LU,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.19679991698405908
SE1 7LW,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5337991509825267
SE1 7LX,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,0.4866421977275525
SE1 7LY,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.19679991698405908
SE1 7LZ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.41336273536203044
SE1 7NA,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.41336273536203044
SE1 7ND,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3654757562157027
SE1 7NG,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3378571219547595
SE1 7NH,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.48495321369715066
SE1 7NJ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.353602138874154
SE1 7NL,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.34430584888043014
SE1 7NN,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.3791962019189465
SE1 7NP,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.43729655866036254
SE1 7NQ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3372742708712567
SE1 7NR,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.39780276208177107
SE1 7NS,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.19679991698405908
SE1 7NT,1.2285714285714289,2.126589041724083,7,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.34605785195521005
SE1 7NU,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.39780276208177107
SE1 7NW,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3798152083511677
SE1 7NX,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3174037991336544
SE1 7NY,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.4198325260183892
SE1 7NZ,0.9800000000000001,2.191346617949794,5,0.0,0.0,1,0.0,0.0,1,0.41665816292583513
SE1 7PA,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.49695929368387615
SE1 7PB,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,0,0.6095123113004753
SE1 7PD,1.225,2.45,4,2.45,3.464823227814083,2,0.0,0.0,0,0.5231600292702092
SE1 7PE,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.4125698842134616
SE1 7PF,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,0,0.5409176698136319
SE1 7PG,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3798152083511677
SE1 7PH,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3318366265690636
SE1 7PJ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.42752787856495844
SE1 7PN,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.42752787856495844
SE1 7PQ,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3798152083511677
SE1 7PT,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.41653268206200544
SE1 7PU,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4316502537695403
SE1 7PX,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.41181473097861876
SE1 7PY,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.4424013797712399
SE1 7PZ,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.4414534788370367
SE1 7QA,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5121837079554762
SE1 7QP,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.49565692868148736
SE1 7QR,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5208411233201248
SE1 7QS,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.47534240650626935
SE1 7QZ,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.3751494994048935
SE1 7RA,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.18855997840178984
SE1 7RB,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.34827098309146975
SE1 7RD,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.24144218951833288
SE1 7RE,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.21500904483413916
SE1 7RF,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.2343654067509181
SE1 7RG,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.18987598294767855
SE1 7RH,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.21355249200268417
SE1 7RJ,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.27972168616677884
SE1 7RL,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.17484162206682097
SE1 7RN,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.379378506122409
SE1 7RP,1.4333333333333336,2.252702081205295,6,0.0,0.0,2,0.0,0.0,1,0.32924416440441856
SE1 7RR,1.7200000000000002,2.3931151246858144,5,1.6333333333333335,2.8290163190291664,3,0.0,0.0,0,0.5208411233201248
SE1 7RU,1.7200000000000002,2.3931151246858144,5,0.0,0.0,2,0.0,0.0,1,0.4344044743992726
SE1 7RW,1.4333333333333336,2.252702081205295,6,1.6333333333333335,2.8290163190291664,3,0.0,0.0,1,0.3813670533939816
SE1 7RX,1.6333333333333335,2.530349119522179,6,0.0,0.0,1,0.0,0.0,1,0.3716418877308697
SE1 7RY,0.9800000000000001,2.191346617949794,5,0.0,0.0,2,0.0,0.0,1,0.3626476535645715
SE1 7RZ,1.9600000000000002,2.683840531775314,5,2.45,3.464823227814083,2,0.0,0.0,0,0.784165628671474
SE1 7SA,1.2285714285714289,2.126589041724083,7,0.0,0.0,2,0.0,0.0,1,0.17484162206682097
SE1 7SB,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.13989544432074424
SE1 7SD,2.45,3.464823227814083,2,4.9,0.0,1,4.9,0.0,1,0.22686380744495105
SE1 7SE,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.13989544432074424
SE1 7SG,1.6333333333333335,2.8290163190291664,3,4.9,0.0,1,4.9,0.0,1,0.24870679043959745
SE1 7SH,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.020328687804388092
SE1 7SJ,1.7200000000000002,2.3931151246858144,5,2.45,3.464823227814083,2,4.9,0.0,1,0.11623810309801826
SE1 7SL,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.11725566153421521
SE1 7SN,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.0652992730005653
SE1 7SP,1.6333333333333335,2.8290163190291664,3,2.45,3.464823227814083,2,4.9,0.0,1,0.020328687804388092
