code,school_rating_mean_1500,school_rating_std_1500,school_count_1500,school_rating_mean_1000,school_rating_std_1000,school_count_1000,school_rating_mean_500,school_rating_std_500,school_count_500,school_min
SW2 5NR,3.1843137254901954,1.9844770141293757,51,3.4222222222222225,1.9795751940044988,27,2.375,2.75,4,0.011788729573218136
SW2 5NS,3.1843137254901954,1.9844770141293757,51,3.2370370370370374,2.058593274011714,27,2.9,2.6551836094703507,5,0.034066776267877345
SW2 5NT,3.3226415094339625,1.921001492554776,53,3.2928571428571436,2.044491890408737,28,3.2285714285714286,2.248491557848124,7,0.09259082703150728
SW2 5PP,3.1647058823529406,2.015422886583534,51,2.914814814814815,2.033508469408646,27,2.07,2.221636033797316,10,0.20422001631239076
SW2 5PR,3.138888888888889,2.0130158231873185,54,2.942857142857143,2.0010050384797045,28,2.07,2.221636033797316,10,0.2526935399629333
SW2 5PS,3.14,1.989658448262098,55,3.224137931034482,1.9724269264780296,29,2.07,2.221636033797316,10,0.23557436231384618
SW2 5PT,3.0807692307692305,2.0281391511160156,52,3.121428571428571,1.9511358786438264,28,2.07,2.221636033797316,10,0.2511319812638384
SW2 5PU,3.1277777777777778,2.008135967232568,54,3.0586206896551724,2.0319795487896792,29,2.07,2.221636033797316,10,0.23293393732803255
SW2 5PX,3.081481481481482,1.9864706613312564,54,3.0041666666666664,2.0710172183834152,24,1.72,2.2468743721989544,10,0.1621732919757181
SW2 5PY,3.17843137254902,2.0208229734927494,51,2.9791666666666665,2.0493857333498666,24,1.8818181818181818,2.198098351675003,11,0.18456563925707772
SW2 5PZ,3.1277777777777778,2.008135967232568,54,3.141935483870968,1.9964592313307055,31,2.07,2.221636033797316,10,0.2509864759568228
SW2 5QA,3.117307692307693,2.048885029535185,52,2.9000000000000004,2.060679499582601,26,2.07,2.221636033797316,10,0.2233756147858019
SW2 5QB,3.073584905660377,2.0076920296503706,53,3.4074074074074074,1.9687805530573654,27,2.375,2.75,4,0.09654884789167867
SW2 5QD,3.073584905660377,2.0076920296503706,53,3.3814814814814818,1.9515353003443288,27,3.016666666666667,2.392000557413536,6,0.13559379735359448
SW2 5QE,3.096296296296296,1.9956521573644972,54,3.4074074074074074,1.9687805530573654,27,2.375,2.75,4,0.15405431537818434
SW2 5QF,3.272727272727273,1.9818112315696863,55,2.522222222222222,2.137096040700906,27,2.3,2.2265444078212315,9,0.07501420901373448
SW2 5QN,3.0796610169491525,1.9859662514944232,59,2.4962962962962965,2.1835894023517053,27,2.9,2.3891421054428723,6,0.26952616150986336
SW2 5QP,3.0655172413793106,2.0003115304861305,58,2.488888888888889,2.1782726631144675,27,2.4666666666666663,2.3180451534284945,3,0.3093553543893046
SW2 5QR,3.0357142857142856,2.0213792385334393,56,2.393333333333333,2.1966955329238997,30,2.3,3.2526911934581184,2,0.19562613912752438
SW2 5QS,3.0357142857142856,2.0213792385334393,56,2.4965517241379307,2.204456972107172,29,2.3,3.2526911934581184,2,0.1850970461011381
SW2 5QT,3.074576271186441,1.9842129700366637,59,2.4827586206896552,2.1926938691803026,29,2.4666666666666663,2.3180451534284945,3,0.2540336484324988
SW2 5QU,3.0517241379310347,1.9936954473038557,58,2.341379310344828,2.216741050889685,29,2.3,3.2526911934581184,2,0.22481753367796256
SW2 5QW,3.0655172413793106,2.0003115304861305,58,2.404166666666667,2.2338267354604677,24,2.1799999999999997,2.0909328061896204,5,0.3551082780154018
SW2 5QX,3.074576271186441,1.9842129700366637,59,2.5159999999999996,2.1767100557186447,25,3.0999999999999996,2.277425447005163,4,0.30103006616882483
SW2 5RA,3.0655172413793106,2.0003115304861305,58,2.4250000000000003,2.256440058838354,24,2.9,2.3891421054428723,6,0.3151938484156476
SW2 5RB,3.0655172413793106,2.0003115304861305,58,2.3296296296296295,2.197868690487851,27,2.4666666666666663,2.3180451534284945,3,0.30631292007291333
SW2 5RD,3.0357142857142856,2.0213792385334393,56,2.4709677419354836,2.202603542535832,31,2.3,3.2526911934581184,2,0.203478454227768
SW2 5RE,3.088333333333333,1.9702096306486185,60,2.5714285714285707,2.1793402234446577,28,3.0999999999999996,2.277425447005163,4,0.27783652537821546
SW2 5RG,2.9464285714285716,2.0433452327640915,56,2.3533333333333335,2.1613746158139864,30,0.0,0.0,2,0.24183111441833177
SW2 5RH,3.0018181818181824,2.0238843208315402,55,2.4827586206896552,2.1949729847861197,29,2.3,3.2526911934581184,2,0.25658526283198124
SW2 5RJ,3.0655172413793106,2.0003115304861305,58,2.404166666666667,2.2338267354604677,24,2.1799999999999997,2.0909328061896204,5,0.35939042393162857
SW2 5RP,2.9107142857142856,2.0270604396450604,56,3.0192307692307687,2.1031441663888346,26,2.9,2.3891421054428723,6,0.13550057293309592
SW2 5RR,2.9107142857142856,2.0270604396450604,56,2.9560000000000004,2.1211396307959864,25,2.4857142857142853,2.4409209815344775,7,0.10558191359359252
SW2 5RS,2.975438596491228,2.0348991464789727,57,2.8925925925925924,2.080666669405215,27,3.4799999999999995,2.1475567512873788,5,0.3258284630662974
SW2 5RT,3.0,2.0509579643251032,57,2.8888888888888884,2.0783375999791707,27,4.35,1.0503967504392486,4,0.23730058574823515
SW2 5RU,2.9473684210526314,2.0278511905778043,57,2.964,2.1271812334636655,25,2.9,2.3891421054428723,6,0.1316826646491026
SW2 5RW,2.9545454545454546,2.0714834711007883,55,3.0375,2.0683563102345195,24,4.35,1.0503967504392486,4,0.23720311103744116
