code,university_rating_mean_1500,university_rating_std_1500,university_count_1500,university_rating_mean_1000,university_rating_std_1000,university_count_1000,university_rating_mean_500,university_rating_std_500,university_count_500
SE1 7HQ,3.3848484848484848,1.8533957369044953,33,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7HR,3.3322580645161293,1.8808485845089875,31,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7HS,3.4323529411764704,1.845998225192898,34,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7HT,3.26,1.9112371873231477,30,2.925,2.0052234420711272,20,1.4625,2.0276217595991617,8
SE1 7HW,3.31875,1.8518408452480553,32,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7HX,2.5846153846153843,2.16750476887063,13,1.3333333333333333,2.3094010767585034,3,0.0,0.0,0
SE1 7HZ,3.4323529411764704,1.845998225192898,34,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7JA,3.3696969696969696,1.8240553802730415,33,3.435714285714286,1.8988284415790306,14,3.25,2.254624876411447,4
SE1 7JD,3.3322580645161293,1.8808485845089875,31,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7JF,3.2159999999999997,1.8959781995933744,25,1.4625,2.0276217595991617,8,0.0,0.0,2
SE1 7JG,3.2833333333333337,1.916009382550876,30,2.8473684210526313,2.029057915238452,19,1.54,2.1232051243344343,5
SE1 7JH,3.2159999999999997,1.8959781995933744,25,1.4625,2.0276217595991617,8,0.0,0.0,1
SE1 7JJ,3.2159999999999997,1.8959781995933744,25,1.4625,2.0276217595991617,8,0.0,0.0,1
SE1 7JL,3.143478260869565,1.9600153262286963,23,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JN,3.143478260869565,1.9600153262286963,23,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JP,3.143478260869565,1.9600153262286963,23,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JQ,3.3483870967741933,1.9130901647582175,31,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7JR,2.9157894736842103,2.07398252373831,19,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JS,2.838888888888889,2.1060525910669634,18,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JT,3.072727272727273,1.9758498637251478,22,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JU,3.072727272727273,1.9758498637251478,22,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JW,3.2159999999999997,1.8959781995933744,25,1.4625,2.0276217595991617,8,0.0,0.0,2
SE1 7JX,3.195833333333333,1.9340156841832143,24,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7JY,3.2159999999999997,1.8959781995933744,25,1.4625,2.0276217595991617,8,0.0,0.0,2
SE1 7JZ,3.143478260869565,1.9600153262286963,23,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7LB,3.072727272727273,1.9758498637251478,22,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7LD,3.344444444444445,1.879511665982444,27,1.94,2.0532900428336958,10,1.54,2.1232051243344343,5
SE1 7LE,3.2159999999999997,1.8959781995933744,25,1.4625,2.0276217595991617,8,1.54,2.1232051243344343,5
SE1 7LF,3.195833333333333,1.9340156841832143,24,2.4583333333333335,2.197295169203733,12,1.54,2.1232051243344343,5
SE1 7LG,3.393103448275862,1.809287751433609,29,2.4583333333333335,2.197295169203733,12,1.54,2.1232051243344343,5
SE1 7LH,3.4344827586206894,1.8379483635815554,29,2.875,2.0440156555173448,16,1.54,2.1232051243344343,5
SE1 7LJ,3.3945945945945946,1.8580075866885453,37,3.566666666666667,1.6991347278922326,18,3.4,1.981161275615895,5
SE1 7LL,3.393103448275862,1.809287751433609,29,2.4583333333333335,2.197295169203733,12,1.54,2.1232051243344343,5
SE1 7LN,3.4935483870967747,1.7907047930672377,31,2.7357142857142853,2.1464128009513717,14,1.54,2.1232051243344343,5
SE1 7LP,3.143478260869565,1.9600153262286963,23,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7LQ,3.2159999999999997,1.8959781995933744,25,1.4625,2.0276217595991617,8,0.0,0.0,2
SE1 7LR,3.2159999999999997,1.8959781995933744,25,1.7111111111111112,2.038040998388185,9,0.0,0.0,2
SE1 7LS,3.143478260869565,1.9600153262286963,23,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7LT,3.28974358974359,1.8857910348870732,39,3.1684210526315786,1.9905478396045613,19,2.8333333333333335,2.250925735484551,6
SE1 7LU,3.28974358974359,1.8857910348870732,39,3.1684210526315786,1.9905478396045613,19,2.8333333333333335,2.250925735484551,6
SE1 7LW,3.4935483870967747,1.7907047930672377,31,2.7357142857142853,2.1464128009513717,14,1.54,2.1232051243344343,5
SE1 7LX,3.2159999999999997,1.8959781995933744,25,1.7111111111111112,2.038040998388185,9,0.0,0.0,2
SE1 7LY,3.28974358974359,1.8857910348870732,39,3.1684210526315786,1.9905478396045613,19,2.8333333333333335,2.250925735484551,6
SE1 7LZ,3.3277777777777775,1.8498820211201286,36,3.6222222222222222,1.7302007892848246,18,3.4,1.981161275615895,5
SE1 7NA,3.3277777777777775,1.8498820211201286,36,3.6222222222222222,1.7302007892848246,18,3.4,1.981161275615895,5
SE1 7ND,3.3499999999999996,1.8641735051069837,36,3.5823529411764703,1.7500840315959285,17,3.4,1.981161275615895,5
SE1 7NG,3.438235294117647,1.8308823350442769,34,3.347058823529412,1.9481137181446901,17,2.8333333333333335,2.250925735484551,6
SE1 7NH,3.4433333333333334,1.8066320987489082,30,2.761111111111111,2.0491429740514873,18,1.54,2.1232051243344343,5
SE1 7NJ,3.390909090909091,1.8380294537159279,33,3.55625,1.8040579258992766,16,2.8333333333333335,2.250925735484551,6
SE1 7NL,3.4060606060606062,1.8494829334741432,33,2.7999999999999994,2.092844953645635,15,2.4285714285714284,2.317120544781307,7
SE1 7NN,3.35625,1.8564512625766885,32,2.9769230769230766,2.0980760417399265,13,2.4285714285714284,2.317120544781307,7
SE1 7NP,3.34375,1.8470442822642776,32,3.5266666666666664,1.8633559075214907,15,3.4,1.981161275615895,5
SE1 7NQ,3.3583333333333334,1.871038672578874,36,3.5823529411764703,1.7500840315959285,17,3.4,1.981161275615895,5
SE1 7NR,3.34375,1.8470442822642776,32,2.9769230769230766,2.0980760417399265,13,2.8333333333333335,2.250925735484551,6
SE1 7NS,3.28974358974359,1.8857910348870732,39,3.1684210526315786,1.9905478396045613,19,2.8333333333333335,2.250925735484551,6
SE1 7NT,3.34,1.8989470766717012,35,2.875,2.0440156555173448,16,1.54,2.1232051243344343,5
SE1 7NU,3.34375,1.8470442822642776,32,2.9769230769230766,2.0980760417399265,13,2.8333333333333335,2.250925735484551,6
SE1 7NW,3.3057142857142856,1.8720769933171988,35,3.5823529411764703,1.7500840315959285,17,3.4,1.981161275615895,5
SE1 7NX,3.3945945945945946,1.8580075866885453,37,3.566666666666667,1.6991347278922326,18,3.4,1.981161275615895,5
SE1 7NY,3.306451612903226,1.8652855874049539,31,2.9769230769230766,2.0980760417399265,13,2.8333333333333335,2.250925735484551,6
SE1 7NZ,3.306451612903226,1.8652855874049539,31,3.2249999999999996,1.9822507868123505,12,2.8333333333333335,2.250925735484551,6
SE1 7PA,3.3545454545454545,1.8164338188279303,33,2.9899999999999998,2.097326340314682,10,1.1666666666666667,2.0207259421636903,3
SE1 7PB,3.3696969696969696,1.8240553802730415,33,3.266666666666666,2.0096735751827657,12,1.75,2.4748737341529163,2
SE1 7PD,3.31875,1.8336351169018015,32,2.9899999999999998,2.097326340314682,10,1.1666666666666667,2.0207259421636903,3
SE1 7PE,3.3848484848484848,1.8332214153166981,33,3.55625,1.8040579258992766,16,3.4,1.981161275615895,5
SE1 7PF,3.3545454545454545,1.8164338188279303,33,2.9899999999999998,2.097326340314682,10,1.75,2.4748737341529163,2
SE1 7PG,3.3057142857142856,1.8720769933171988,35,3.5823529411764703,1.7500840315959285,17,3.4,1.981161275615895,5
SE1 7PH,3.3583333333333334,1.871038672578874,36,3.566666666666667,1.6991347278922326,18,3.4,1.981161275615895,5
SE1 7PJ,3.34375,1.8470442822642776,32,3.55625,1.8040579258992766,16,2.8333333333333335,2.250925735484551,6
SE1 7PN,3.34375,1.8470442822642776,32,3.55625,1.8040579258992766,16,2.8333333333333335,2.250925735484551,6
SE1 7PQ,3.3057142857142856,1.8720769933171988,35,3.5823529411764703,1.7500840315959285,17,3.4,1.981161275615895,5
SE1 7PT,3.2833333333333337,1.916009382550876,30,2.755555555555555,2.046869122004233,18,1.05,2.1,4
SE1 7PU,3.3322580645161293,1.8808485845089875,31,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7PX,3.1785714285714284,1.9410491899155875,28,2.6235294117647054,2.0293254457345875,17,1.05,2.1,4
SE1 7PY,3.34375,1.8470442822642776,32,3.5266666666666664,1.8633559075214907,15,3.4,1.981161275615895,5
SE1 7PZ,3.224137931034483,1.9218025713253455,29,2.755555555555555,2.046869122004233,18,1.54,2.1232051243344343,5
SE1 7QA,3.2833333333333337,1.916009382550876,30,2.8473684210526313,2.029057915238452,19,1.54,2.1232051243344343,5
SE1 7QP,3.36875,1.8855028421463427,32,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7QR,3.2833333333333337,1.916009382550876,30,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7QS,3.1888888888888887,1.9772423168360471,27,2.755555555555555,2.046869122004233,18,1.54,2.1232051243344343,5
SE1 7QZ,3.316666666666667,1.8707523314737002,36,2.925,2.0052234420711272,20,1.4625,2.0276217595991617,8
SE1 7RA,3.3729729729729727,1.8634866735725757,37,2.9823529411764707,2.028002494487386,17,2.3857142857142857,2.2748103008299188,7
SE1 7RB,3.3351351351351353,1.8480043614992148,37,2.925,2.0052234420711272,20,1.6714285714285713,2.0950053983337655,7
SE1 7RD,3.4076923076923085,1.8271900508106367,39,2.925,2.0052234420711272,20,2.2857142857142856,2.1528497171799765,7
SE1 7RE,3.27948717948718,1.886960726333764,39,2.925,2.0052234420711272,20,2.2857142857142856,2.1528497171799765,7
SE1 7RF,3.4076923076923085,1.8271900508106367,39,2.925,2.0052234420711272,20,2.2857142857142856,2.1528497171799765,7
SE1 7RG,3.3085714285714283,1.8968040347433068,35,2.925,2.0052234420711272,20,2.2857142857142856,2.1528497171799765,7
SE1 7RH,3.3085714285714283,1.8968040347433068,35,2.925,2.0052234420711272,20,2.2857142857142856,2.1528497171799765,7
SE1 7RJ,3.2942857142857145,1.8855398442360427,35,2.8166666666666664,2.0892582415776175,18,1.54,2.1232051243344343,5
SE1 7RL,3.3085714285714283,1.8968040347433068,35,2.925,2.0052234420711272,20,2.2857142857142856,2.1528497171799765,7
SE1 7RN,3.3057142857142856,1.8720769933171988,35,3.55625,1.8040579258992766,16,3.4,1.981161275615895,5
SE1 7RP,3.3848484848484848,1.8533957369044953,33,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7RR,3.2833333333333337,1.916009382550876,30,2.925,2.0052234420711272,20,1.54,2.1232051243344343,5
SE1 7RU,3.314285714285714,1.9054323049921147,35,2.925,2.0052234420711272,20,1.4625,2.0276217595991617,8
SE1 7RW,3.3193548387096774,1.8796133210208794,31,2.923529411764706,1.9891987745587123,17,1.54,2.1232051243344343,5
SE1 7RX,3.3499999999999996,1.8641735051069837,36,3.566666666666667,1.6991347278922326,18,3.4,1.981161275615895,5
SE1 7RY,3.4060606060606062,1.8494829334741432,33,2.7999999999999994,2.092844953645635,15,2.0833333333333335,2.3327380192954945,6
SE1 7RZ,3.44074074074074,1.7307755618750935,27,2.65,2.234789859088705,8,3.5,0.0,1
SE1 7SA,3.3085714285714283,1.8968040347433068,35,2.925,2.0052234420711272,20,2.2857142857142856,2.1528497171799765,7
SE1 7SB,3.0058823529411764,2.0443429837710987,17,2.2714285714285714,2.1375330685272727,7,0.0,0.0,0
SE1 7SD,2.690909090909091,2.1810339499671003,11,4.0,0.0,1,4.0,0.0,1
SE1 7SE,3.0058823529411764,2.0443429837710987,17,2.2714285714285714,2.1375330685272727,7,0.0,0.0,0
SE1 7SG,3.0777777777777775,2.0066230208268863,18,2.2714285714285714,2.1375330685272727,7,0.0,0.0,0
SE1 7SH,2.7733333333333334,2.067595797285432,15,2.2714285714285714,2.1375330685272727,7,0.0,0.0,0
SE1 7SJ,2.506666666666667,2.154220663410939,15,2.34,2.151278689523977,5,0.0,0.0,0
SE1 7SL,2.9157894736842103,2.07398252373831,19,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7SN,2.5846153846153843,2.16750476887063,13,1.875,2.174664725116648,4,0.0,0.0,0
SE1 7SP,2.7733333333333334,2.067595797285432,15,2.2714285714285714,2.1375330685272727,7,0.0,0.0,0
SE1 7SQ,2.5846153846153843,2.16750476887063,13,2.34,2.151278689523977,5,0.0,0.0,0
SE1 7SR,2.838888888888889,2.1060525910669634,18,1.95,2.1482551058940835,6,0.0,0.0,0
SE1 7SS,2.8777777777777778,2.2078144044381185,9,4.1,0.14142135623730964,2,4.0,0.0,1
SE1 7ST,3.3057142857142856,1.8720769933171988,35,3.55625,1.8040579258992766,16,3.4,1.981161275615895,5
SE1 7SW,2.9157894736842103,2.07398252373831,19,1.95,2.1482551058940835,6,0.0,0.0,0
