code,hospital_rating_mean_1500,hospital_rating_std_1500,hospital_count_1500,hospital_rating_mean_1000,hospital_rating_std_1000,hospital_count_1000,hospital_rating_mean_500,hospital_rating_std_500,hospital_count_500,hospital_min
SW4 6RA,2.0307692307692307,1.7960069670357701,13,2.085714285714286,2.0643227876057977,7,4.45,0.3535533905932738,2,0.022500662417217637
SW4 6RB,2.0066666666666664,1.7962129473926394,15,2.411111111111111,1.9022647321314432,9,0.0,0.0,1,0.3703427162865207
SW4 6RD,1.9,1.8140477476541876,14,2.411111111111111,1.9022647321314432,9,0.0,0.0,2,0.3923086371248652
SW4 6RE,1.9,1.8140477476541876,14,2.411111111111111,1.9022647321314432,9,0.0,0.0,2,0.35747083636474175
SW4 6RF,1.9,1.8140477476541876,14,2.411111111111111,1.9022647321314432,9,0.0,0.0,2,0.37823523444640084
SW4 6RG,1.9,1.8140477476541876,14,2.411111111111111,1.9022647321314432,9,0.0,0.0,2,0.3848435402045782
SW4 6RH,1.7733333333333332,1.8155938291316567,15,2.411111111111111,1.9022647321314432,9,0.0,0.0,2,0.3622166440863584
SW4 6RJ,2.046153846153846,1.8002848777417537,13,2.411111111111111,1.9022647321314432,9,2.225,2.5773047937719746,4,0.39418793774665983
SW4 6RL,2.1818181818181817,1.84922588226435,11,2.185714285714286,2.1153633032559456,7,2.966666666666667,2.5813433195399123,3,0.35068160858202874
SW4 6RN,2.1818181818181817,1.84922588226435,11,2.185714285714286,2.1153633032559456,7,2.225,2.5773047937719746,4,0.36226275098690025
SW4 6RP,1.9999999999999998,1.872285914451782,12,2.25,1.9668684319423677,8,2.966666666666667,2.5813433195399123,3,0.2766316506861281
SW4 6RQ,2.17,1.9488173051594369,10,2.38,2.258760722166029,5,2.35,3.3234018715767735,2,0.29766435409114267
SW4 6RR,2.1818181818181817,1.84922588226435,11,1.9833333333333334,2.2417998721265615,6,2.966666666666667,2.5813433195399123,3,0.261983661237879
SW4 6RS,2.03076923076923,1.7960069670357701,13,1.9833333333333334,2.2417998721265615,6,2.966666666666667,2.5813433195399123,3,0.20169799209150976
SW4 6RT,2.0307692307692307,1.7960069670357701,13,1.9833333333333334,2.2417998721265615,6,2.966666666666667,2.5813433195399123,3,0.1770717057871853
SW4 6RU,2.0307692307692307,1.7960069670357701,13,2.085714285714286,2.0643227876057977,7,4.45,0.3535533905932738,2,0.13840201326879095
SW4 6RW,2.17,1.9488173051594369,10,2.38,2.258760722166029,5,2.35,3.3234018715767735,2,0.3308225772710078
SW4 6RX,2.0307692307692307,1.7960069670357701,13,2.25,1.9668684319423677,8,4.45,0.3535533905932738,2,0.10552625819175719
